index,tails,heads,LargestTailStreak,LargestHeadStreak
213,479182,520818,13,19
214,478924,521076,13,20
215,478451,521549,13,18
216,478667,521333,12,18
217,478755,521245,15,21
218,477838,522162,13,21
219,478825,521175,11,22
220,478437,521563,12,19
221,478808,521192,12,23
222,478980,521020,13,19
223,478274,521726,13,18
224,478665,521335,12,17
225,478425,521575,13,18
226,479333,520667,12,18
227,478016,521984,11,18
228,478468,521532,12,20
229,478156,521844,14,17
230,479567,520433,12,19
231,479040,520960,12,18
232,479381,520619,12,18
233,478639,521361,12,23
234,479055,520945,13,21
235,478353,521647,11,22
236,478110,521890,12,21
237,479293,520707,12,24
238,478236,521764,13,20
239,479542,520458,14,19
240,479373,520627,11,22
241,477604,522396,11,21
242,478089,521911,15,24
243,478456,521544,14,20
244,478844,521156,12,18
245,478637,521363,12,19
246,479076,520924,13,22
247,479282,520718,12,22
248,478338,521662,12,17
249,479767,520233,11,20
250,478085,521915,12,19
251,478505,521495,12,17
252,477992,522008,12,20
253,479065,520935,12,24
254,479201,520799,15,18
255,478407,521593,12,18
256,478783,521217,13,20
257,479152,520848,12,23
258,479022,520978,13,19
259,478106,521894,13,17
260,477976,522024,11,17
261,478821,521179,12,23
262,478672,521328,12,16
263,478420,521580,13,19
264,479202,520798,11,21
265,478718,521282,12,18
266,478897,521103,14,18
267,478561,521439,13,18
268,478689,521311,12,23
269,478459,521541,11,17
270,478780,521220,13,20
271,478678,521322,12,17
272,479244,520756,13,16
273,479109,520891,13,18
274,478385,521615,12,19
275,479235,520765,13,19
276,479030,520970,13,20
277,478012,521988,11,17
278,479101,520899,12,21
279,479347,520653,12,20
280,478976,521024,12,19
281,479231,520769,11,19
282,478597,521403,13,22
283,478268,521732,13,18
284,478556,521444,12,19
285,478245,521755,12,20
286,479274,520726,12,20
287,478783,521217,13,20
288,479134,520866,13,21
289,477729,522271,13,20
290,477860,522140,13,18
291,478868,521132,12,18
292,478935,521065,13,22
293,478516,521484,11,28
294,479053,520947,13,23
295,477301,522699,12,22
296,478786,521214,11,17
297,479250,520750,14,23
298,478445,521555,11,18
299,478543,521457,12,20
300,479153,520847,12,18
301,478497,521503,12,17
302,478592,521408,12,19
303,479154,520846,13,19
304,478381,521619,12,17
305,478734,521266,11,22
306,479049,520951,12,18
307,478780,521220,13,16
308,479084,520916,11,18
309,478240,521760,12,18
310,478504,521496,13,17
311,479205,520795,13,18
312,479094,520906,14,18
313,478352,521648,13,19
314,478790,521210,11,19
315,478967,521033,12,21
316,478276,521724,14,21
317,478611,521389,12,18
318,478759,521241,12,19
319,478958,521042,13,18
320,478210,521790,12,20
321,478905,521095,12,19
322,478116,521884,11,18
323,479152,520848,12,18
324,478683,521317,12,24
325,479528,520472,13,17
326,479163,520837,13,21
327,478193,521807,12,17
328,478850,521150,12,20
329,478414,521586,12,27
330,478997,521003,12,20
331,478692,521308,13,22
332,478427,521573,14,19
333,479425,520575,11,20
334,478759,521241,12,18
335,478741,521259,12,19
336,478927,521073,12,20
337,478871,521129,12,20
338,477927,522073,11,20
339,478384,521616,13,17
340,478486,521514,12,19
341,478674,521326,12,20
342,479096,520904,12,19
343,477914,522086,12,21
344,478544,521456,13,19
345,478462,521538,13,21
346,477694,522306,13,18
347,479356,520644,12,21
348,479400,520600,13,18
349,479631,520369,11,18
350,478490,521510,12,18
351,478644,521356,12,18
352,478814,521186,13,18
353,478622,521378,12,19
354,478213,521787,12,16
355,478985,521015,11,20
356,478397,521603,11,20
357,478907,521093,12,18
358,478396,521604,13,18
359,479011,520989,12,21
360,479262,520738,12,21
361,480037,519963,13,20
362,478192,521808,12,20
363,478379,521621,12,18
364,479223,520777,13,18
365,478422,521578,12,20
366,478328,521672,12,19
367,477885,522115,13,18
368,478221,521779,12,18
369,478840,521160,13,18
370,478603,521397,13,18
371,478779,521221,13,18
372,479388,520612,13,17
373,478752,521248,12,20
374,478577,521423,13,19
375,478256,521744,12,22
376,479173,520827,11,18
377,477864,522136,12,21
378,478926,521074,13,19
379,478389,521611,11,18
380,478123,521877,12,18
381,478985,521015,13,20
382,479458,520542,12,20
383,478451,521549,12,19
384,477927,522073,12,20
385,478767,521233,13,20
386,479207,520793,12,19
387,478668,521332,13,18
388,478978,521022,12,17
389,478369,521631,13,19
390,478023,521977,12,18
391,478345,521655,12,17
392,478527,521473,12,20
393,478622,521378,12,18
394,478651,521349,12,20
395,477835,522165,13,19
396,479355,520645,12,20
397,478167,521833,13,19
398,478506,521494,11,19
399,479550,520450,13,20
400,478481,521519,12,20
401,478340,521660,11,20
402,478595,521405,13,24
403,478545,521455,12,20
404,478214,521786,12,17
405,479182,520818,12,20
406,478601,521399,12,18
407,479187,520813,13,19
408,478980,521020,11,23
409,478546,521454,12,17
410,478813,521187,12,19
411,478960,521040,12,18
412,478809,521191,13,19
413,478828,521172,13,21
414,478588,521412,12,18
415,479373,520627,12,18
416,478411,521589,12,18
417,478622,521378,12,18
418,478125,521875,11,21
419,479327,520673,11,20
420,479121,520879,12,18
421,479182,520818,12,18
422,479038,520962,12,19
423,479469,520531,13,20
424,479221,520779,13,19
425,478606,521394,11,21
426,477738,522262,13,19
427,478582,521418,11,21
428,478643,521357,13,19
429,478270,521730,13,20
430,478610,521390,13,20
431,478823,521177,12,23
432,478302,521698,12,20
433,477719,522281,11,19
434,478735,521265,12,20
435,478231,521769,14,20
436,478556,521444,12,17
437,478816,521184,12,18
438,478619,521381,12,19
439,478971,521029,11,19
440,478677,521323,11,21
441,478354,521646,12,23
442,478323,521677,12,18
443,478556,521444,12,20
444,479566,520434,12,17
445,479142,520858,12,18
446,478493,521507,12,19
447,479504,520496,12,18
448,479443,520557,12,22
449,478783,521217,12,21
450,478148,521852,13,22
451,478619,521381,12,19
452,478704,521296,11,18
453,478408,521592,12,19
454,477929,522071,13,21
455,478170,521830,13,17
456,478928,521072,14,17
457,479043,520957,12,17
458,478126,521874,15,17
459,478692,521308,12,23
460,479126,520874,12,19
461,478553,521447,11,18
462,478900,521100,13,21
463,479056,520944,13,19
464,478600,521400,12,19
465,478805,521195,12,21
466,478688,521312,12,19
467,478355,521645,12,17
468,478244,521756,11,22
469,478390,521610,11,18
470,478527,521473,12,18
471,478750,521250,12,20
472,478883,521117,12,19
473,478485,521515,14,19
474,479002,520998,11,20
475,479199,520801,12,20
476,478324,521676,12,21
477,478125,521875,12,19
478,478641,521359,12,20
479,478598,521402,12,18
480,479683,520317,12,23
481,478434,521566,13,24
482,478491,521509,12,18
483,478652,521348,11,20
484,478208,521792,11,23
485,479011,520989,11,19
486,477985,522015,12,20
487,479560,520440,12,17
488,478852,521148,12,18
489,478506,521494,12,18
490,478467,521533,13,18
491,478831,521169,12,16
492,478103,521897,12,17
493,478473,521527,13,23
494,478670,521330,13,18
495,479176,520824,12,17
496,478961,521039,16,19
497,478499,521501,12,17
498,478408,521592,12,16
499,478189,521811,12,18
500,479472,520528,12,23
501,478597,521403,12,18
502,479088,520912,13,18
503,479115,520885,12,23
504,478560,521440,12,20
505,478824,521176,13,21
506,479067,520933,11,21
507,478739,521261,15,19
508,478898,521102,12,21
509,479601,520399,13,20
510,479616,520384,14,20
511,478767,521233,13,18
512,479127,520873,11,19
513,478425,521575,12,20
514,478775,521225,11,17
515,478851,521149,12,20
516,478369,521631,12,19
517,479071,520929,13,19
518,478138,521862,13,18
519,479055,520945,12,16
520,479254,520746,11,21
521,478915,521085,15,18
522,479013,520987,11,18
523,479513,520487,13,18
524,478949,521051,13,21
525,478410,521590,12,20
526,477889,522111,12,19
527,477992,522008,12,18
528,479160,520840,12,17
529,478102,521898,12,22
530,478036,521964,13,21
531,479273,520727,12,18
532,478715,521285,12,19
533,478514,521486,12,22
534,478865,521135,12,20
535,478551,521449,12,18
536,479168,520832,11,17
537,478259,521741,12,21
538,478921,521079,11,21
539,478993,521007,13,22
540,478976,521024,12,20
541,479191,520809,13,19
542,477999,522001,12,22
543,478226,521774,13,19
544,478755,521245,13,20
545,478998,521002,13,18
546,478570,521430,12,19
547,478360,521640,11,17
548,477909,522091,11,19
549,478790,521210,13,20
550,479414,520586,12,16
551,478451,521549,13,21
552,478610,521390,12,20
553,478112,521888,12,20
554,479040,520960,12,20
555,478237,521763,12,20
556,478462,521538,13,18
557,479045,520955,12,17
558,479054,520946,12,19
559,478251,521749,12,18
560,479100,520900,13,18
561,478295,521705,12,17
562,478837,521163,12,17
563,477930,522070,13,19
564,478946,521054,12,18
565,479608,520392,12,18
566,478935,521065,12,19
567,479512,520488,11,16
568,478718,521282,12,18
569,479159,520841,12,19
570,478216,521784,13,19
571,478365,521635,12,17
572,478460,521540,12,20
573,479345,520655,12,23
574,478614,521386,12,18
575,478810,521190,12,17
576,478633,521367,13,20
577,478943,521057,11,17
578,479876,520124,12,18
579,478328,521672,12,19
580,478269,521731,12,17
581,479110,520890,14,18
582,478930,521070,13,21
583,478453,521547,12,18
584,478829,521171,13,18
585,479310,520690,12,19
586,478370,521630,12,21
587,479384,520616,12,20
588,479092,520908,11,19
589,477891,522109,12,25
590,478427,521573,13,22
591,478980,521020,14,21
592,478661,521339,12,19
593,478133,521867,11,18
594,478786,521214,12,20
595,478871,521129,12,19
596,478286,521714,14,19
597,478470,521530,12,17
598,478541,521459,11,19
599,478972,521028,14,18
600,477821,522179,12,19
601,478936,521064,12,19
602,478512,521488,12,20
603,478858,521142,13,18
604,479336,520664,12,18
605,479026,520974,12,19
606,478332,521668,12,18
607,477948,522052,13,17
608,478508,521492,12,21
609,477984,522016,12,16
610,478566,521434,11,17
611,478935,521065,12,20
612,479243,520757,12,18
613,478056,521944,13,16
614,478987,521013,13,19
615,478713,521287,13,20
616,478958,521042,13,17
617,479131,520869,13,19
618,478760,521240,13,18
619,478590,521410,12,19
620,479096,520904,11,18
621,479530,520470,11,26
622,478096,521904,12,19
623,478820,521180,13,17
624,478377,521623,15,19
625,477689,522311,13,22
626,477983,522017,13,19
627,479753,520247,13,20
628,478390,521610,12,19
629,478539,521461,13,22
630,478915,521085,15,21
631,478710,521290,13,19
632,479085,520915,12,20
633,478541,521459,14,18
634,478736,521264,12,18
635,478598,521402,12,23
636,479199,520801,11,19
637,479367,520633,13,19
638,478843,521157,13,18
639,477775,522225,13,18
640,478525,521475,12,21
641,478776,521224,12,18
642,478686,521314,12,20
643,478220,521780,11,18
644,478399,521601,12,17
645,478218,521782,12,18
646,478626,521374,13,18
647,478831,521169,12,18
648,479000,521000,11,20
649,478415,521585,13,22
650,479053,520947,12,20
651,478574,521426,11,19
652,478674,521326,12,18
653,478108,521892,13,20
654,478310,521690,12,18
655,478228,521772,12,20
656,479126,520874,12,21
657,477687,522313,14,19
658,478734,521266,13,19
659,477909,522091,12,21
660,478661,521339,12,19
661,478917,521083,11,21
662,479936,520064,13,18
663,478851,521149,12,18
664,478347,521653,11,19
665,478189,521811,12,20
666,478977,521023,12,18
667,478877,521123,13,22
668,479064,520936,12,19
669,478988,521012,11,18
670,479006,520994,12,20
671,477362,522638,12,21
672,478526,521474,12,21
673,478449,521551,12,19
674,479198,520802,12,18
675,477829,522171,13,21
676,479325,520675,12,19
677,478666,521334,12,18
678,478742,521258,12,18
679,478268,521732,12,18
680,478084,521916,11,16
681,479156,520844,12,19
682,478849,521151,13,22
683,478978,521022,13,19
684,478169,521831,15,24
685,478048,521952,12,19
686,478567,521433,13,19
687,478721,521279,13,18
688,478900,521100,12,17
689,478372,521628,12,18
690,478711,521289,14,20
691,478612,521388,12,20
692,478502,521498,12,22
693,479082,520918,12,19
694,479118,520882,11,20
695,479203,520797,12,18
696,478539,521461,11,18
697,478768,521232,12,17
698,478208,521792,12,19
699,479140,520860,11,18
700,478711,521289,12,20
701,478901,521099,12,20
702,478945,521055,11,24
703,479053,520947,13,21
704,479059,520941,13,17
705,478381,521619,12,19
706,478250,521750,11,19
707,478890,521110,12,19
708,478024,521976,13,17
709,478023,521977,11,20
710,478575,521425,11,20
711,477919,522081,12,20
712,478988,521012,12,21
713,478490,521510,11,20
714,478059,521941,13,21
715,479184,520816,11,18
716,478342,521658,12,18
717,478470,521530,13,20
718,478868,521132,13,18
719,479425,520575,13,19
720,479123,520877,13,19
721,478803,521197,11,17
722,478499,521501,12,22
723,478310,521690,12,18
724,477758,522242,11,20
725,478557,521443,11,19
726,479015,520985,12,19
727,478841,521159,11,18
728,478843,521157,13,19
729,478141,521859,13,22
730,478332,521668,12,19
731,478746,521254,12,19
732,479003,520997,12,20
733,478869,521131,12,24
734,479253,520747,12,23
735,478611,521389,11,20
736,478690,521310,12,20
737,479401,520599,12,20
738,478360,521640,13,20
739,478168,521832,13,18
740,478584,521416,12,18
741,478621,521379,11,19
742,479433,520567,13,19
743,478556,521444,12,20
744,478559,521441,12,18
745,478392,521608,12,18
746,478108,521892,12,19
747,478371,521629,13,20
748,479220,520780,12,20
749,478890,521110,12,17
750,478804,521196,11,18
751,478480,521520,12,20
752,478669,521331,13,19
753,478761,521239,12,18
754,478500,521500,12,19
755,479431,520569,11,17
756,478348,521652,12,18
757,478748,521252,12,18
758,479214,520786,11,19
759,478141,521859,11,21
760,479023,520977,12,19
761,478865,521135,11,20
762,479517,520483,11,17
763,478795,521205,12,26
764,479945,520055,12,20
765,477784,522216,14,20
766,478590,521410,12,19
767,478611,521389,13,20
768,478772,521228,12,20
769,478422,521578,11,18
770,478838,521162,12,19
771,478157,521843,13,19
772,479177,520823,11,20
773,478699,521301,11,21
774,479030,520970,13,20
775,478924,521076,12,21
776,479398,520602,11,19
777,478419,521581,11,21
778,478329,521671,13,20
779,478956,521044,11,17
780,478574,521426,12,18
781,478919,521081,12,19
782,478650,521350,12,20
783,478622,521378,12,18
784,479105,520895,12,19
785,478524,521476,12,17
786,478668,521332,13,17
787,479407,520593,12,20
788,478244,521756,12,19
789,479224,520776,12,17
790,478681,521319,13,20
791,479299,520701,12,19
792,479159,520841,11,19
793,477582,522418,12,20
794,478392,521608,13,20
795,478941,521059,12,18
796,478876,521124,11,19
797,478436,521564,13,19
798,478811,521189,12,21
799,478721,521279,13,20
800,478021,521979,11,22
801,478754,521246,13,17
802,477985,522015,12,18
803,479048,520952,12,22
804,478961,521039,12,17
805,478311,521689,11,19
806,478781,521219,14,20
807,479097,520903,12,16
808,479261,520739,13,17
809,478338,521662,11,18
810,478951,521049,12,20
811,478799,521201,13,19
812,476822,523178,11,23
813,479155,520845,13,19
814,478955,521045,12,18
815,478917,521083,12,19
816,478440,521560,11,16
817,479042,520958,11,19
818,478486,521514,14,22
819,479054,520946,12,17
820,478699,521301,12,18
821,478883,521117,13,19
822,478503,521497,12,18
823,479087,520913,12,19
824,478528,521472,11,18
825,478726,521274,12,17
826,478729,521271,13,21
827,478267,521733,13,17
828,478196,521804,11,23
829,479145,520855,12,19
830,479616,520384,12,18
831,478587,521413,12,19
832,478835,521165,12,17
833,478839,521161,12,23
834,478548,521452,12,19
835,478855,521145,11,23
836,478481,521519,12,18
837,478483,521517,11,17
838,478849,521151,13,20
839,479648,520352,14,19
840,478881,521119,13,20
841,478657,521343,12,19
842,478854,521146,12,18
843,478770,521230,12,23
844,478920,521080,12,19
845,478647,521353,13,18
846,479520,520480,13,19
847,479312,520688,13,19
848,478513,521487,13,20
849,478289,521711,13,21
850,478587,521413,11,19
851,478015,521985,13,21
852,478044,521956,12,18
853,478878,521122,12,18
854,479417,520583,13,23
855,478801,521199,13,18
856,478424,521576,15,18
857,478330,521670,12,18
858,478013,521987,12,17
859,479238,520762,12,17
860,478295,521705,12,20
861,478369,521631,12,19
862,479207,520793,13,19
863,478795,521205,13,18
864,478120,521880,13,19
865,479154,520846,14,22
866,478563,521437,12,20
867,478098,521902,12,21
868,477842,522158,12,26
869,478384,521616,11,19
870,478991,521009,12,19
871,478604,521396,13,20
872,479613,520387,12,20
873,479106,520894,13,18
874,477960,522040,12,19
875,478438,521562,15,20
876,479272,520728,12,19
877,478475,521525,12,19
878,478501,521499,11,20
879,478473,521527,12,19
880,479331,520669,13,20
881,478159,521841,11,19
882,478341,521659,12,17
883,479015,520985,11,21
884,478439,521561,12,16
885,479199,520801,12,21
886,479381,520619,13,18
887,479191,520809,12,18
888,478030,521970,12,22
889,478471,521529,12,18
890,478516,521484,12,17
891,478725,521275,13,18
892,478860,521140,12,21
893,478805,521195,13,17
894,479393,520607,12,18
895,479128,520872,12,21
896,478433,521567,13,18
897,479254,520746,12,22
898,479240,520760,12,18
899,478887,521113,12,19
900,478279,521721,12,18
901,478221,521779,11,17
902,478176,521824,12,21
903,478658,521342,13,18
904,478427,521573,12,22
905,479450,520550,12,19
906,478408,521592,11,19
907,477950,522050,12,19
908,478475,521525,12,18
909,478372,521628,12,20
910,478605,521395,12,17
911,479053,520947,12,18
912,479208,520792,12,18
913,478814,521186,12,21
914,478227,521773,12,20
915,479478,520522,13,18
916,479201,520799,11,19
917,479026,520974,13,21
918,478715,521285,13,19
919,478370,521630,12,20
920,478312,521688,13,20
921,478837,521163,13,18
922,478691,521309,11,18
923,480044,519956,13,18
924,479068,520932,12,19
925,478335,521665,12,19
926,478676,521324,14,21
927,477995,522005,12,23
928,478723,521277,11,25
929,477594,522406,12,19
930,479124,520876,12,21
931,478535,521465,11,19
932,477827,522173,13,18
933,479138,520862,12,22
934,478644,521356,12,22
935,479415,520585,12,20
936,478815,521185,12,22
937,479173,520827,11,19
938,478873,521127,12,17
939,480014,519986,12,21
940,478463,521537,13,18
941,478791,521209,12,17
942,478726,521274,13,17
943,478626,521374,12,18
944,478753,521247,12,19
945,478552,521448,11,17
946,478530,521470,12,18
947,478216,521784,13,18
948,478535,521465,13,20
949,479241,520759,13,19
950,478969,521031,11,20
951,478944,521056,13,19
952,479612,520388,12,17
953,479339,520661,13,18
954,478424,521576,14,17
955,478542,521458,11,18
956,478371,521629,11,19
957,479302,520698,12,20
958,478693,521307,13,19
959,478593,521407,11,19
960,478145,521855,13,18
961,479392,520608,11,22
962,478411,521589,13,18
963,478477,521523,12,18
964,478669,521331,12,18
965,479384,520616,12,19
966,478157,521843,12,19
967,478507,521493,12,18
968,478892,521108,12,17
969,479920,520080,12,23
970,478619,521381,13,25
971,479139,520861,12,18
972,479142,520858,13,18
973,478628,521372,13,18
974,479169,520831,12,21
975,479004,520996,13,19
976,478593,521407,13,17
977,478551,521449,12,22
978,478017,521983,13,21
979,478268,521732,12,18
980,478736,521264,12,19
981,478628,521372,12,22
982,479681,520319,12,19
983,479346,520654,12,22
984,479038,520962,12,18
985,479098,520902,12,20
986,478627,521373,12,20
987,478338,521662,12,18
988,478125,521875,13,19
989,477836,522164,12,18
990,479282,520718,12,17
991,478481,521519,12,18
992,478652,521348,13,18
993,478827,521173,14,22
994,479406,520594,12,19
995,479688,520312,11,18
996,478362,521638,13,19
997,479673,520327,11,17
998,478800,521200,13,18
999,478752,521248,14,18
1000,478693,521307,13,18
